Windspeed,Lux,Humidity,Ext. Temperature,Station Temperature,Sea Level Pressure,Station Altitude,Absolute Pressure,Solar Irradiance
17.227999999999998,695.025525,92.0,22.0,25.68,1019.7760000000001,74.8,1004.3560000000001,221.345335
17.811,28.6235,91.2,22.48,28.3,1019.68,75.0,1004.2639999999999,0.022000000000000002
11.11006,2944.47207,45.38,58.052,39.894,1020.3266,69.56,1004.9024,1219.7455
14.229000000000001,692.882035,81.6,26.56,32.28,1016.488,101.6,1001.118,207.31581830000002
15.179785,3261.0096,47.08,53.898,39.604,1020.326,69.52,1004.9006,1361.023833
15.27125,696.242479,91.0,19.14,26.7,1018.6619999999999,83.4,1003.262,219.5020523
19.7125,691.741115,95.0,22.94,27.5,1019.454,76.6,1004.044,212.8120633
17.4824,695.425973,96.0,23.34,28.96,1023.452,44.6,1007.982,221.6563023
16.365,690.55654,88.6,25.9,30.8,1020.7439999999999,66.0,1005.314,205.7626783
15.857000000000001,692.309465,92.0,26.24,31.38,1018.898,81.6,1003.498,205.64816169999997
17.2415,2470.7862579999996,47.58,49.162,39.27,1020.3266,69.72,1004.8998,941.2588283
17.4061,829.8869793,76.0,22.44,28.66,1020.6619999999999,67.0,1005.232,251.0025523
20.678,2101.2193,46.6,48.916000000000004,38.994,1020.3234,69.64,1004.8976,734.8251317
14.7035,2219.755863,47.7,53.352,38.996,1020.326,69.58,1004.9006,796.1288333
17.23745,849.7055381000001,75.8,35.62,32.78,1023.052,47.0,1007.582,255.0764455
11.7765,2051.97,46.22,47.708,39.184,1020.3236,69.7,1004.9016,711.8833333
16.87725,696.052584,97.0,24.76,28.2,1019.658,75.6,1004.24,220.02093870000002
13.67465,944.2305926000001,64.8,19.32,27.4,1027.24,12.8,1011.71,387.83217169999995
10.892000000000001,1758.052647,48.54,47.29600000000001,39.6,1020.3256,69.74,1004.903,737.5908417
10.2885,685.8602599999999,83.2,26.12,32.1,1016.5880000000001,100.0,1001.2180000000001,207.403145
16.148,905.8348348999999,69.6,26.44,33.84,1020.13,71.6,1004.71,305.41472000000005
13.5635,1024.461268,53.0,56.96,39.34,1020.466,68.2,1005.0360000000001,342.0532083
11.722999999999999,686.6501049999999,91.0,25.06,30.28,1017.2460000000001,94.8,1001.8660000000001,206.66519
15.361189999999999,228.6205,93.0,24.18,28.7,1017.53,93.6,1002.15,0.002
14.72,687.79016,91.0,24.76,29.4,1019.03,80.4,1003.62,208.77809
15.94,950.2300429,52.4,58.06,38.92,1022.61,51.0,1007.15,325.78020499999997
12.515999999999998,690.06219,96.0,24.18,28.38,1019.8760000000001,73.6,1004.456,206.99512
14.575999999999999,687.54219,88.0,27.54,31.9,1018.5360000000001,84.8,1003.1360000000001,206.9397617
15.80075,947.415559,62.8,27.68,31.32,1025.098,30.8,1009.5980000000001,360.4191792
14.878,2333.472627,47.84,49.802,39.3,1020.3264,69.78,1004.9,901.1150150000001
14.516435000000001,1715.886405,47.76,44.961999999999996,40.858000000000004,1020.3258,69.68,1004.9008,1352.943667
16.93975,695.8264935,86.0,19.2,26.9,1023.9119999999999,39.6,1008.432,220.52358130000002
15.5748,844.8123615000001,75.2,25.86,32.7,1024.154,37.6,1008.674,277.1935238
15.069,1050.01378,56.2,35.6,38.7,1022.54,51.4,1007.08,352.52529169999997
12.7665,25.616,92.0,22.52,28.2,1019.9839999999999,72.4,1004.564,0.019
17.4061,828.9917312000001,82.6,20.62,28.68,1020.518,68.4,1005.0880000000001,250.7927558
15.67765,954.386726,59.0,35.84,34.48,1019.97,72.0,1004.55,335.6587168
17.52275,845.796772,78.4,26.78,33.08,1020.9019999999999,65.0,1005.472,296.8428205
17.2116,849.5528449999999,83.4,20.22,27.56,1024.792,32.8,1009.302,280.8945798
16.8692435,1231.937617,59.4,22.08,30.62,1023.166,46.0,1007.696,480.43940949999995
14.4925,687.716585,87.0,23.82,29.9,1022.914,48.6,1007.45,208.0384
15.39175,846.611319,78.8,26.48,32.38,1017.302,94.0,1001.922,284.2756913
15.1295,1044.269235,58.8,30.36,37.24,1018.034,88.8,1002.6439999999999,351.0630883
16.089000000000002,1443.245,48.4,59.96,41.66,1020.0260000000001,72.2,1004.6060000000001,1204.938167
18.0745,26.3695,92.0,22.5,28.2,1019.938,73.2,1004.518,0.019
16.93305,695.39779,93.0,19.8,26.94,1021.1060000000001,63.2,1005.666,221.36964550000002
17.687215,1340.971625,60.16,34.646,35.46,1020.3274,69.86,1004.8992,447.21533330000005
16.278,1378.8355,59.96,36.304,35.501999999999995,1020.325,69.84,1004.8994,470.68566669999996
9.543,1854.1725,46.76,44.222,38.025999999999996,1020.3252,69.76,1004.9028,634.9595
16.13415,832.2652601,77.0,22.02,29.5,1021.546,59.4,1006.1060000000001,257.5412183
13.679997,1126.700272,63.0,37.96,33.06,1027.336,11.8,1011.806,515.4763496999999
16.86145,694.762533,93.6,21.44,28.78,1020.948,64.2,1005.5139999999999,219.51294449999997
15.919,278.099,92.0,22.46,28.5,1016.3739999999999,102.8,1001.0039999999999,60.49766667
10.385,1014.1888789999999,58.0,37.98,36.9,1019.2860000000001,78.2,1003.8760000000001,352.568875
16.0685,897.7887599999999,62.8,36.24,37.4,1018.9680000000001,80.6,1003.562,405.5185383
17.03525,822.2149347999999,92.0,21.32,29.2,1020.422,68.8,1004.992,260.1316463
16.742,115.4715,91.0,21.74,27.9,1015.388,110.4,1000.038,9.533833332999999
18.45306575,841.2681715,84.8,35.66,32.86,1024.612,34.0,1009.122,288.27367250000003
17.96265,694.760355,96.0,20.48,26.9,1021.444,60.2,1006.0039999999999,221.383434
12.819,59.4125,93.0,23.46,28.26,1016.38,102.0,1001.01,0.0
15.6335,965.000655,67.8,31.38,34.18,1019.8580000000001,72.8,1004.438,322.4182767
